genus	species
Thienemannimyia	festiva
Thienemannimyia	fusciceps
Thienemannimyia	geijskesi
Thienemannimyia	group
Thienemannimyia	laeta
Thienemannimyia	lentiginosa
Thienemannimyia	northumbrica
Thienemannimyia	pseudocarnea
Thienemannimyia	woodi
Thornenema	wickeni
Thoron	metallicus
Threticus	balkaneoalpinus
Threticus	lucifugus
Thryogenes	festucae
Thryogenes	nereis
Thyas	barbigera
Thyas	dirempta
Thyas	extendens
Thyas	pachystoma
Thyas	rivalis
Thyasella (Thyasella)	mandibularis
Thyopsis	cancellata
Tinearia	alternata
Tinearia	lativentris
Tinodes	assimilis
Tinodes	dives
Tinodes	maclachlani
Tinodes	maculicornis
Tinodes	pallidulus
Tinodes	rostocki
Tinodes	unicolor
Tinodes	waeneri
Tiphys (Aceropsis)	pistillifer
Tiphys (Pionides)	ensifer
Tiphys (Tiphys)	bullatus
Tiphys (Tiphys)	lapponicus
Tiphys (Tiphys)	latipes
Tiphys (Tiphys)	ornatus
Tiphys (Tiphys)	scaurus
Tiphys (Tiphys)	torris
Tipula	group
Tipula (Acutipula)	fulvipennis
Tipula (Acutipula)	luna
Tipula (Acutipula)	maxima
Tipula (Acutipula)	maxima group
Tipula (Acutipula)	vittata
Tipula (Beringotipula)	unca
Tipula (Lindnerina)	bistilata
Tipula (Mediotipula)	sarajevensis
Tipula (Mediotipula)	siebkei
Tipula (Platytipula)	luteipennis
Tipula (Platytipula)	melanoceros
Tipula (Pterelachisus)	pabulina
Tipula (Pterelachisus)	truncorum
Tipula (Savtshenkia)	alpium
Tipula (Savtshenkia)	cheethami
Tipula (Savtshenkia)	confusa
Tipula (Savtshenkia)	gimmerthali
Tipula (Savtshenkia)	grisescens
Tipula (Savtshenkia)	limbata
Tipula (Savtshenkia)	obsoleta
Tipula (Savtshenkia)	pagana
Tipula (Savtshenkia)	rufina
Tipula (Savtshenkia)	serrulifera
Tipula (Savtshenkia)	signata
Tipula (Savtshenkia)	signata group
Tipula (Savtshenkia)	staegeri
Tipula (Savtshenkia)	subnodicornis
Tipula (Schummelia)	variicornis
Tipula (Schummelia)	yerburyi
Tipula (Tipula)	oleracea
Tipula (Tipula)	paludosa
Tipula (Tipula)	subcunctans
Tipula (Yamatotipula)	coerulescens
Tipula (Yamatotipula)	couckei
Tipula (Yamatotipula)	lateralis
Tipula (Yamatotipula)	marginella
Tipula (Yamatotipula)	montium
Tipula (Yamatotipula)	montium group
Tipula (Yamatotipula)	pierrei
Tipula (Yamatotipula)	pruinosa
Tobrilus	gracilis
Tobrilus	pellucidus
Tokunagaia	tonolli
Tonnoiriella	anchoriformis
Tonnoiriella	nigricauda
Tonnoiriella	pulchra
Torrenticola (Monatractides)	madritensis
Torrenticola (Torrenticola)	amplexa
Torrenticola (Torrenticola)	andrei
Torrenticola (Torrenticola)	anomala
Torrenticola (Torrenticola)	brevirostris
Torrenticola (Torrenticola)	elliptica
Torrenticola (Torrenticola)	halberti
Torrenticola (Torrenticola)	maglioi
Torrenticola (Torrenticola)	parvipalpis
Torrenticola (Torrenticola)	robusta
Torrenticola (Torrenticola)	thori
Tournotaris	bimaculatus
Tracheliastes	maculatus
Tracheliastes	polycolpus
Tretocephala 	ambigua
Triaenodes	bicolor
Triaenodes	group
Tribelos	intextus
Trichia	hispida
Trichocerca (Diurella)	bidens
Trichocerca (Diurella)	birostris
Trichocerca (Diurella)	brachyura
Trichocerca (Diurella)	cavia
Trichocerca (Diurella)	collaris
Trichocerca (Diurella)	dixon-nuttalli
Trichocerca (Diurella)	inermis
Trichocerca (Diurella)	intermedia
Trichocerca (Diurella)	porcellus
Trichocerca (Diurella)	rousseleti
Trichocerca (Diurella)	similis
Trichocerca (Diurella)	sulcata
Trichocerca (Diurella)	tenuior
Trichocerca (Diurella)	tigris
Trichocerca (Diurella)	weberi
Trichocerca (Trichocerca)	bicristata
Trichocerca (Trichocerca)	capucina
Trichocerca (Trichocerca)	cylindrica
Trichocerca (Trichocerca)	elongata
Trichocerca (Trichocerca)	iernis
Trichocerca (Trichocerca)	jenningsi
Trichocerca (Trichocerca)	longiseta
Trichocerca (Trichocerca)	lophoessa
Trichocerca (Trichocerca)	macera
Trichocerca (Trichocerca)	marina
Trichocerca (Trichocerca)	pusilla
Trichocerca (Trichocerca)	rattus
Trichocerca (Trichocerca)	stylata
Trichodrilus	allobrogum
Trichodrilus	cantabrigiensis
Trichodrilus	hrabei
Tricholeiochiton	fagesii
Trichopalpus	fraternus
Trichopeza	longicornis
Trichostegia	minor
Trichothyas (Lundbladia)	petrophila
Trichotria	pocillum
Trichotria	tetractis
Trichotria	truncata
Tricyphona (Tricyphona)	immaculata
Tricyphona (Tricyphona)	schummeli
Tricyphona (Tricyphona)	unicolor
Trimicra	pilipes
Triogma	trisulcata
Triops	cancriformis
Tripleuchlanis	plicata
Tripyla	affinis
Tripyla	filicaudata
Tripyla	glomerans
Tripyla	setifera
Trissocladius	brevipalpis
Trissopelopia	longimana
Trocheta	bykowskii
Trocheta	subviridis
Tropocyclops	prasinus
Tubifex	costatus
Tubifex	ignotus
Tubifex	nerthus
Tubifex	newaensis
Tubifex	tubifex
Tubificoides	benedii
Tubificoides	pseudogaster
Tvetenia	bavarica
Tvetenia	calvescens
Tvetenia	discoloripes
Tvetenia	discoloripes group
Tvetenia	verralli
Tylencholaimellus	fenensis
Tylenchus	agricola
Tylenchus	bryophilus
Tylenchus	davainei
Tylenchus	filiformis
Typhloplana	viridata
Uncinais	uncinata
Unio	pictorum
Unio	tumidus
Unionicola (Parasitatax)	ypsilophora
Unionicola (Pentatax)	aculeata
Unionicola (Pentatax)	bonzi
Unionicola (Pentatax)	figuralis
Unionicola (Pentatax)	intermedia
Unionicola (Unionicola)	crassipes
Unionicola (Unionicola)	gracilipalpis
Unionicola (Unionicola)	minor
Urolepis	maritima
Valvata (Cincinna)	piscinalis
Valvata (Tropidina)	macrostoma
Valvata (Valvata)	cristata
Vanoyia	tenuicornis
Vejdovskyella	comata
Vejdovskyella	intermedia
Velia (Plesiovelia)	caprai
Velia (Plesiovelia)	saulii
Ventrosia	ventrosa
Vertigo (Vertigo)	antivertigo
Vertigo (Vertigo)	genesii
Vertigo (Vertigo)	geyeri
Vertigo (Vertigo)	lilljeborgi
Vertigo (Vertigo)	moulinsiana
Vertigo (Vertigo)	pygmaea
Vertigo (Vertigo)	substriata
Vertigo (Vertilla)	angustior
Victorella	pavida
Vietsia	scutata
Virgatanytarsus	arduennensis
Virgatanytarsus	triangularis
Viviparus	contectus
Viviparus	viviparus
Wandesia (Wandesia)	racovitzai
Wettina	podagrica
Wiedemannia (Chamaedipsia)	lota
Wiedemannia (Philolutra)	phantasma
Wiedemannia (Philolutra)	simplex
Wiedemannia (Pseudowiedemannia)	lamellata
Wiedemannia (Wiedemannia)	bistigma
Wiedemannia (Wiedemannia)	rhynchops
Wierzejskiella	elongata
Wierzejskiella	ricciae
Wolga	spinifera
Wormaldia	mediana
Wormaldia	occipitalis
Wormaldia	subnigra
Xanthoperla	apicalis
Xenochironomus	xenolabis
Xenopelopia	falcigera
Xenopelopia	nigricans
Ylodes	conspersus
Ylodes	reuteri
Ylodes	simulans
Zalutschia	humphriesiae
Zavrelia	pentatoma
Zavreliella	marmorata
Zavrelimyia	barbatipes
Zavrelimyia	group
Zavrelimyia	hirtimana
Zavrelimyia	melanura
Zavrelimyia	nubila
Zonitoides (Zonitoides)	nitidus
Zschokkea	oblonga
